id,text
447,"Radar pulse streams exhibit increasingly complex temporal patterns and can no
longer rely on a purely value-based analysis of the pulse attributes for the
purpose of emitter classification. In this paper, we employ Recurrent Neural
Networks (RNNs) to efficiently model and exploit the temporal dependencies
present inside pulse streams. With the purpose of enhancing the network
prediction capability, we introduce two novel techniques: a per-sequence
normalization, able to mine the useful temporal patterns; and
attribute-specific RNN processing, capable of processing the extracted
information effectively. The new techniques are evaluated with an ablation
study and the proposed solution is compared to previous Deep Learning (DL)
approaches. Finally, a comparative study on the robustness of the same
approaches is conducted and its results are presented."
448,"Geospatial observations combined with computational models have become key to
understanding the physical systems of our environment and enable the design of
best practices to reduce societal harm. Cloud-based deployments help to scale
up these modeling and AI workflows. Yet, for practitioners to make robust
conclusions, model tuning and testing is crucial, a resource intensive process
which involves the variation of model input variables. We have developed the
Variational Exploration Module which facilitates the optimization and
validation of modeling workflows deployed in the cloud by orchestrating
workflow executions and using Bayesian and machine learning-based methods to
analyze model behavior. User configurations allow the combination of diverse
sampling strategies in multi-agent environments. The flexibility and robustness
of the model-agnostic module is demonstrated using real-world applications."
449,"User Stories record what must be built in projects that use agile practices.
User Stories serve both to estimate effort, generally measured in Story Points,
and to plan what should be done in a Sprint. Therefore, it is essential to
train software engineers on how to create simple, easily readable, and
comprehensive User Stories. For that reason, we designed, implemented, applied,
and evaluated a web application called User Story Tutor (UST). UST checks the
description of a given User Story for readability, and if needed, recommends
appropriate practices for improvement. UST also estimates a User Story effort
in Story Points using Machine Learning techniques. As such UST may support the
continuing education of agile development teams when writing and reviewing User
Stories. UST's ease of use was evaluated by 40 agile practitioners according to
the Technology Acceptance Model (TAM) and AttrakDiff. The TAM evaluation
averages were good in almost all considered variables. Application of the
AttrakDiff evaluation framework produced similar good results. Apparently, UST
can be used with good reliability. Applying UST to assist in the construction
of User Stories is a viable technique that, at the very least, can be used by
agile developments to complement and enhance current User Story creation."
450,"Formal methods apply algorithms based on mathematical principles to enhance
the reliability of systems. It would only be natural to try to progress from
verification, model checking or testing a system against its formal
specification into constructing it automatically. Classical algorithmic
synthesis theory provides interesting algorithms but also alarming high
complexity and undecidability results. The use of genetic programming, in
combination with model checking and testing, provides a powerful heuristic to
synthesize programs. The method is not completely automatic, as it is fine
tuned by a user that sets up the specification and parameters. It also does not
guarantee to always succeed and converge towards a solution that satisfies all
the required properties. However, we applied it successfully on quite
nontrivial examples and managed to find solutions to hard programming
challenges, as well as to improve and to correct code. We describe here several
versions of our method for synthesizing sequential and concurrent systems."
451,"Despite the immense popularity of the Automated Program Repair (APR) field,
the question of patch validation is still open. Most of the present-day
approaches follow the so-called Generate-and-Validate approach, where first a
candidate solution is being generated and after validated against an oracle.
The latter, however, might not give a reliable result, because of the
imperfections in such oracles; one of which is usually the test suite. Although
(re-) running the test suite is right under one's nose, in real life
applications the problem of over- and underfitting often occurs, resulting in
inadequate patches. Efforts that have been made to tackle with this problem
include patch filtering, test suite expansion, careful patch producing and many
more. Most approaches to date use post-filtering relying either on test
execution traces or make use of some similarity concept measured on the
generated patches. Our goal is to investigate the nature of these
similarity-based approaches. To do so, we trained a Doc2Vec model on an
open-source JavaScript project and generated 465 patches for 10 bugs in it.
These plausible patches alongside with the developer fix are then ranked based
on their similarity to the original program. We analyzed these similarity lists
and found that plain document embeddings may lead to misclassification - it
fails to capture nuanced code semantics. Nevertheless, in some cases it also
provided useful information, thus helping to better understand the area of
Automated Program Repair."
452,"In recent years, Explainable AI (xAI) attracted a lot of attention as various
countries turned explanations into a legal right. xAI allows for improving
models beyond the accuracy metric by, e.g., debugging the learned pattern and
demystifying the AI's behavior. The widespread use of xAI brought new
challenges. On the one hand, the number of published xAI algorithms underwent a
boom, and it became difficult for practitioners to select the right tool. On
the other hand, some experiments did highlight how easy data scientists could
misuse xAI algorithms and misinterpret their results. To tackle the issue of
comparing and correctly using feature importance xAI algorithms, we propose
Compare-xAI, a benchmark that unifies all exclusive functional testing methods
applied to xAI algorithms. We propose a selection protocol to shortlist
non-redundant functional tests from the literature, i.e., each targeting a
specific end-user requirement in explaining a model. The benchmark encapsulates
the complexity of evaluating xAI methods into a hierarchical scoring of three
levels, namely, targeting three end-user groups: researchers, practitioners,
and laymen in xAI. The most detailed level provides one score per test. The
second level regroups tests into five categories (fidelity, fragility,
stability, simplicity, and stress tests). The last level is the aggregated
comprehensibility score, which encapsulates the ease of correctly interpreting
the algorithm's output in one easy to compare value. Compare-xAI's interactive
user interface helps mitigate errors in interpreting xAI results by quickly
listing the recommended xAI solutions for each ML task and their current
limitations. The benchmark is made available at
https://karim-53.github.io/cxai/"
453,"Software engineers are increasingly adding semantic search capabilities to
applications using a strategy known as Retrieval Augmented Generation (RAG). A
RAG system involves finding documents that semantically match a query and then
passing the documents to a large language model (LLM) such as ChatGPT to
extract the right answer using an LLM. RAG systems aim to: a) reduce the
problem of hallucinated responses from LLMs, b) link sources/references to
generated responses, and c) remove the need for annotating documents with
meta-data. However, RAG systems suffer from limitations inherent to information
retrieval systems and from reliance on LLMs. In this paper, we present an
experience report on the failure points of RAG systems from three case studies
from separate domains: research, education, and biomedical. We share the
lessons learned and present 7 failure points to consider when designing a RAG
system. The two key takeaways arising from our work are: 1) validation of a RAG
system is only feasible during operation, and 2) the robustness of a RAG system
evolves rather than designed in at the start. We conclude with a list of
potential research directions on RAG systems for the software engineering
community."
454,"In software development, it is common for programmers to copy-paste or port
code snippets and then adapt them to their use case. This scenario motivates
the code adaptation task -- a variant of program repair which aims to adapt
variable identifiers in a pasted snippet of code to the surrounding,
preexisting source code. However, no existing approach has been shown to
effectively address this task. In this paper, we introduce AdaptivePaste, a
learning-based approach to source code adaptation, based on transformers and a
dedicated dataflow-aware deobfuscation pre-training task to learn meaningful
representations of variable usage patterns. We evaluate AdaptivePaste on a
dataset of code snippets in Python. Results suggest that our model can learn to
adapt source code with 79.8% accuracy. To evaluate how valuable is
AdaptivePaste in practice, we perform a user study with 10 Python developers on
a hundred real-world copy-paste instances. The results show that AdaptivePaste
reduces the dwell time to nearly half the time it takes for manual code
adaptation, and helps to avoid bugs. In addition, we utilize the participant
feedback to identify potential avenues for improvement of AdaptivePaste."
455,"Performance becomes an issue particularly when execution cost hinders the
functionality of a program. Typically a profiler can be used to find program
code execution which represents a large portion of the overall execution cost
of a program. Pinpointing where a performance issue exists provides a starting
point for tracing cause back through a program.
  While profiling shows where a performance issue manifests, we use mutation
analysis to show where a performance improvement is likely to exist. We find
that mutation analysis can indicate locations within a program which are highly
impactful to the overall execution cost of a program yet are executed
relatively infrequently. By better locating potential performance improvements
in programs we hope to make performance improvement more amenable to
automation."
456,"Prompt engineering is an increasingly important skill set needed to converse
effectively with large language models (LLMs), such as ChatGPT. Prompts are
instructions given to an LLM to enforce rules, automate processes, and ensure
specific qualities (and quantities) of generated output. Prompts are also a
form of programming that can customize the outputs and interactions with an
LLM. This paper describes a catalog of prompt engineering techniques presented
in pattern form that have been applied to solve common problems when conversing
with LLMs. Prompt patterns are a knowledge transfer method analogous to
software patterns since they provide reusable solutions to common problems
faced in a particular context, i.e., output generation and interaction when
working with LLMs. This paper provides the following contributions to research
on prompt engineering that apply LLMs to automate software development tasks.
First, it provides a framework for documenting patterns for structuring prompts
to solve a range of problems so that they can be adapted to different domains.
Second, it presents a catalog of patterns that have been applied successfully
to improve the outputs of LLM conversations. Third, it explains how prompts can
be built from multiple patterns and illustrates prompt patterns that benefit
from combination with other prompt patterns."
457,"Vulnerability identification is crucial for cyber security in the
software-related industry. Early identification methods require significant
manual efforts in crafting features or annotating vulnerable code. Although the
recent pre-trained models alleviate this issue, they overlook the multiple rich
structural information contained in the code itself. In this paper, we propose
a novel Multi-View Pre-Trained Model (MV-PTM) that encodes both sequential and
multi-type structural information of the source code and uses contrastive
learning to enhance code representations. The experiments conducted on two
public datasets demonstrate the superiority of MV-PTM. In particular, MV-PTM
improves GraphCodeBERT by 3.36\% on average in terms of F1 score."
458,"Over the last decades, the amount of data of all kinds available
electronically has increased dramatically. Data are accessible through a range
of interfaces including Web browsers, database query languages,
application-specific interfaces, built on top of a number of different data
exchange formats. All these data span from un-structured to highly structured
data. Very often, some of them have structure even if the structure is
implicit, and not as rigid or regular as that found in standard database
systems. Spreadsheet documents are prototypical in this respect. Spreadsheets
are the lightweight technology able to supply companies with easy to build
business management and business intelligence applications, and business people
largely adopt spreadsheets as smart vehicles for data files generation and
sharing. Actually, the more spreadsheets grow in complexity (e.g., their use in
product development plans and quoting), the more their arrangement,
maintenance, and analysis appear as a knowledge-driven activity. The
algorithmic approach to the problem of automatic data structure extraction from
spreadsheet documents (i.e., grid-structured and free topological-related data)
emerges from the WIA project: Worksheets Intelligent Analyser. The
WIA-algorithm shows how to provide a description of spreadsheet contents in
terms of higher level of abstractions or conceptualisations. In particular, the
WIA-algorithm target is about the extraction of i) the calculus work-flow
implemented in the spreadsheets formulas and ii) the logical role played by the
data which take part into the calculus. The aim of the resulting
conceptualisations is to provide spreadsheets with abstract representations
useful for further model refinements and optimizations through evolutionary
algorithms computations."
459,"Automation engineering is the task of integrating, via software, various
sensors, actuators, and controls for automating a real-world process. Today,
automation engineering is supported by a suite of software tools including
integrated development environments (IDE), hardware configurators, compilers,
and runtimes. These tools focus on the automation code itself, but leave the
automation engineer unassisted in their decision making. This can lead to
increased time for software development because of imperfections in decision
making leading to multiple iterations between software and hardware. To address
this, this paper defines multiple challenges often faced in automation
engineering and propose solutions using machine learning to assist engineers
tackle such challenges. We show that machine learning can be leveraged to
assist the automation engineer in classifying automation, finding similar code
snippets, and reasoning about the hardware selection of sensors and actuators.
We validate our architecture on two real datasets consisting of 2,927 Arduino
projects, and 683 Programmable Logic Controller (PLC) projects. Our results
show that paragraph embedding techniques can be utilized to classify automation
using code snippets with precision close to human annotation, giving an
F1-score of 72%. Further, we show that such embedding techniques can help us
find similar code snippets with high accuracy. Finally, we use autoencoder
models for hardware recommendation and achieve a p@3 of 0.79 and p@5 of 0.95."
460,"This paper presents an ensemble part-of-speech tagging approach for source
code identifiers. Ensemble tagging is a technique that uses machine-learning
and the output from multiple part-of-speech taggers to annotate natural
language text at a higher quality than the part-of-speech taggers are able to
obtain independently. Our ensemble uses three state-of-the-art part-of-speech
taggers: SWUM, POSSE, and Stanford. We study the quality of the ensemble's
annotations on five different types of identifier names: function, class,
attribute, parameter, and declaration statement at the level of both individual
words and full identifier names. We also study and discuss the weaknesses of
our tagger to promote the future amelioration of these problems through further
research. Our results show that the ensemble achieves 75\% accuracy at the
identifier level and 84-86\% accuracy at the word level. This is an increase of
+17\% points at the identifier level from the closest independent
part-of-speech tagger."
461,"Program source code contains complex structure information, which can be
represented in structured data forms like trees or graphs. To acquire the
structural information in source code, most existing researches use abstract
syntax trees (AST). A group of works add additional edges to ASTs to convert
source code into graphs and use graph neural networks to learn representations
for program graphs. Although these works provide additional control or data
flow information to ASTs for downstream tasks, they neglect an important aspect
of structure information in AST itself: the different types of nodes and edges.
In ASTs, different nodes contain different kinds of information like variables
or control flow, and the relation between a node and all its children can also
be different.
  To address the information of node and edge types, we bring the idea of
heterogeneous graphs to learning on source code and present a new formula of
building heterogeneous program graphs from ASTs with additional type
information for nodes and edges. We use the ASDL grammar of programming
language to define the node and edge types of program graphs. Then we use
heterogeneous graph neural networks to learn on these graphs. We evaluate our
approach on two tasks: code comment generation and method naming. Both tasks
require reasoning on the semantics of complete code snippets. Experiment
results show that our approach outperforms baseline models, including
homogeneous graph-based models, showing that leveraging the type information of
nodes and edges in program graphs can help in learning program semantics."
462,"Cyber-Physical System (CPS) represents systems that join both hardware and
software components to perform real-time services. Maintaining the system's
reliability is critical to the continuous delivery of these services. However,
the CPS running environment is full of uncertainties and can easily lead to
performance degradation. As a result, the need for a recovery technique is
highly needed to achieve resilience in the system, with keeping in mind that
this technique should be as green as possible. This early doctorate proposal,
suggests a game theory solution to achieve resilience and green in CPS. Game
theory has been known for its fast performance in decision-making, helping the
system to choose what maximizes its payoffs. The proposed game model is
described over a real-life collaborative artificial intelligence system (CAIS),
that involves robots with humans to achieve a common goal. It shows how the
expected results of the system will achieve the resilience of CAIS with
minimized CO2 footprint."
463,"This paper aims to evaluate GitHub Copilot's generated code quality based on
the LeetCode problem set using a custom automated framework. We evaluate the
results of Copilot for 4 programming languages: Java, C++, Python3 and Rust. We
aim to evaluate Copilot's reliability in the code generation stage, the
correctness of the generated code and its dependency on the programming
language, problem's difficulty level and problem's topic. In addition to that,
we evaluate code's time and memory efficiency and compare it to the average
human results. In total, we generate solutions for 1760 problems for each
programming language and evaluate all the Copilot's suggestions for each
problem, resulting in over 50000 submissions to LeetCode spread over a 2-month
period. We found that Copilot successfully solved most of the problems.
However, Copilot was rather more successful in generating code in Java and C++
than in Python3 and Rust. Moreover, in case of Python3 Copilot proved to be
rather unreliable in the code generation phase. We also discovered that
Copilot's top-ranked suggestions are not always the best. In addition, we
analysed how the topic of the problem impacts the correctness rate. Finally,
based on statistics information from LeetCode, we can conclude that Copilot
generates more efficient code than an average human."
464,"Large language models (LLMs) have shown remarkable abilities to generate
code, however their ability to develop software for embedded systems, which
requires cross-domain knowledge of hardware and software has not been studied.
In this paper we develop an extensible, open source hardware-in-the-loop
framework to systematically evaluate leading LLMs (GPT-3.5, GPT-4, PaLM 2) to
assess their capabilities and limitations for embedded system development. We
observe through our study that even when these tools fail to produce working
code, they consistently generate helpful reasoning about embedded design tasks.
We leverage this finding to study how human programmers interact with these
tools, and develop an human-AI based software engineering workflow for building
embedded systems.
  Our evaluation platform for verifying LLM generated programs uses sensor
actuator pairs for physical evaluation. We compare all three models with N=450
experiments and find surprisingly that GPT-4 especially shows an exceptional
level of cross-domain understanding and reasoning, in some cases generating
fully correct programs from a single prompt. In N=50 trials, GPT-4 produces
functional I2C interfaces 66% of the time. GPT-4 also produces register-level
drivers, code for LoRa communication, and context-specific power optimizations
for an nRF52 program resulting in over 740x current reduction to 12.2uA. We
also characterize the models' limitations to develop a generalizable human-AI
workflow for using LLMs in embedded system development. We evaluate our
workflow with 15 users including novice and expert programmers. We find that
our workflow improves productivity for all users and increases the success rate
for building a LoRa environmental sensor from 25% to 100%, including for users
with zero hardware or C/C++ experience."
465,"A Collaborative Artificial Intelligence System (CAIS) is a cyber-physical
system that learns actions in collaboration with humans in a shared environment
to achieve a common goal. In particular, a CAIS is equipped with an AI model to
support the decision-making process of this collaboration. When an event
degrades the performance of CAIS (i.e., a disruptive event), this
decision-making process may be hampered or even stopped. Thus, it is of
paramount importance to monitor the learning of the AI model, and eventually
support its decision-making process in such circumstances. This paper
introduces a new methodology to automatically support the decision-making
process in CAIS when the system experiences performance degradation after a
disruptive event. To this aim, we develop a framework that consists of three
components: one manages or simulates CAIS's environment and disruptive events,
the second automates the decision-making process, and the third provides a
visual analysis of CAIS behavior. Overall, our framework automatically monitors
the decision-making process, intervenes whenever a performance degradation
occurs, and recommends the next action. We demonstrate our framework by
implementing an example with a real-world collaborative robot, where the
framework recommends the next action that balances between minimizing the
recovery time (i.e., resilience), and minimizing the energy adverse effects
(i.e., greenness)."
466,"Unit testing frameworks are nowadays considered a best practice, included in
almost all modern software development processes, to achieve rapid development
of correct specifications. Knowledge representation and reasoning paradigms
such as Answer Set Programming (ASP), that have been used in industry-level
applications, are not an exception. Indeed, the first unit testing
specification language for ASP was proposed in 2011 as a feature of the ASPIDE
development environment. Later, a more portable unit testing language was
included in the LANA annotation language. In this paper we revisit both
languages and tools for unit testing in ASP. We propose a new unit test
specification language that allows one to inline tests within ASP programs, and
we identify the computational complexity of the tasks associated with checking
the various program-correctness assertions. Test-case specifications are
transparent to the traditional evaluation, but can be interpreted by a specific
testing tool. Thus, we present a novel environment supporting test driven
development of ASP programs."
467,"Self-adaptive software can assess and modify its behavior when the assessment
indicates that the program is not performing as intended or when improved
functionality or performance is available. Since the mid-1960s, the subject of
system adaptivity has been extensively researched, and during the last decade,
many application areas and technologies involving self-adaptation have gained
prominence. All of these efforts have in common the introduction of
self-adaptability through software. Thus, it is essential to investigate
systematic software engineering methods to create self-adaptive systems that
may be used across different domains. The primary objective of this research is
to summarize current advances in awareness requirements for adaptive strategies
based on an examination of state-of-the-art methods described in the
literature. This paper presents a review of self-adaptive systems in the
context of requirement awareness and summarizes the most common methodologies
applied. At first glance, it gives a review of the previous surveys and works
about self-adaptive systems. Afterward, it classifies the current self-adaptive
systems based on six criteria. Then, it presents and evaluates the most common
self-adaptive approaches. Lastly, an evaluation among the self-adaptive models
is conducted based on four concepts (requirements description, monitoring,
relationship, dependency/impact, and tools)."
468,"(Source) Code summarization aims to automatically generate summaries/comments
for a given code snippet in the form of natural language. Such summaries play a
key role in helping developers understand and maintain source code. Existing
code summarization techniques can be categorized into extractive methods and
abstractive methods. The extractive methods extract a subset of important
statements and keywords from the code snippet using retrieval techniques, and
generate a summary that preserves factual details in important statements and
keywords. However, such a subset may miss identifier or entity naming, and
consequently, the naturalness of generated summary is usually poor. The
abstractive methods can generate human-written-like summaries leveraging
encoder-decoder models from the neural machine translation domain. The
generated summaries however often miss important factual details.
  To generate human-written-like summaries with preserved factual details, we
propose a novel extractive-and-abstractive framework. The extractive module in
the framework performs a task of extractive code summarization, which takes in
the code snippet and predicts important statements containing key factual
details. The abstractive module in the framework performs a task of abstractive
code summarization, which takes in the entire code snippet and important
statements in parallel and generates a succinct and human-written-like natural
language summary. We evaluate the effectiveness of our technique, called EACS,
by conducting extensive experiments on three datasets involving six programming
languages. Experimental results show that EACS significantly outperforms
state-of-the-art techniques in terms of all three widely used metrics,
including BLEU, METEOR, and ROUGH-L."
469,"With the ever-increasing use of web APIs in modern-day applications, it is
becoming more important to test the system as a whole. In the last decade,
tools and approaches have been proposed to automate the creation of
system-level test cases for these APIs using evolutionary algorithms (EAs). One
of the limiting factors of EAs is that the genetic operators (crossover and
mutation) are fully randomized, potentially breaking promising patterns in the
sequences of API requests discovered during the search. Breaking these patterns
has a negative impact on the effectiveness of the test case generation process.
To address this limitation, this paper proposes a new approach that uses
agglomerative hierarchical clustering (AHC) to infer a linkage tree model,
which captures, replicates, and preserves these patterns in new test cases. We
evaluate our approach, called LT-MOSA, by performing an empirical study on 7
real-world benchmark applications w.r.t. branch coverage and real-fault
detection capability. We also compare LT-MOSA with the two existing
state-of-the-art white-box techniques (MIO, MOSA) for REST API testing. Our
results show that LT-MOSA achieves a statistically significant increase in test
target coverage (i.e., lines and branches) compared to MIO and MOSA in 4 and 5
out of 7 applications, respectively. Furthermore, LT-MOSA discovers 27 and 18
unique real-faults that are left undetected by MIO and MOSA, respectively."
470,"Developers often wonder how to implement a certain functionality (e.g., how
to parse XML files) using APIs. Obtaining an API usage sequence based on an
API-related natural language query is very helpful in this regard. Given a
query, existing approaches utilize information retrieval models to search for
matching API sequences. These approaches treat queries and APIs as bag-of-words
(i.e., keyword matching or word-to-word alignment) and lack a deep
understanding of the semantics of the query.
  We propose DeepAPI, a deep learning based approach to generate API usage
sequences for a given natural language query. Instead of a bags-of-words
assumption, it learns the sequence of words in a query and the sequence of
associated APIs. DeepAPI adapts a neural language model named RNN
Encoder-Decoder. It encodes a word sequence (user query) into a fixed-length
context vector, and generates an API sequence based on the context vector. We
also augment the RNN Encoder-Decoder by considering the importance of
individual APIs. We empirically evaluate our approach with more than 7 million
annotated code snippets collected from GitHub. The results show that our
approach generates largely accurate API sequences and outperforms the related
approaches."
471,"In the process of code generation, it is essential to guarantee the generated
code satisfies grammar constraints of programming language (PL). However,
neglecting grammar constraints is a fatal drawback of commonly used
sequence-based code generation. In this paper, we devise a pushdown automaton
(PDA)-based methodology to address this problem, exploiting the principle that
PL is a subset of PDA recognizable language and code accepted by PDA is
grammatical. Specifically, we construct a PDA module and design an algorithm to
constrain the generation of sequence-based models to ensure grammatical
correctness. Guided by this methodology, we further propose CodePAD, a
sequence-based code generation framework equipped with a PDA module, to
integrate the deduction of PDA into deep learning. Additionally, this framework
can leverage states of PDA deduction (including state representation, state
prediction task, and joint prediction with state) to assist models in learning
PDA deduction. To comprehensively evaluate CodePAD, we construct a PDA for
Python and conduct extensive experiments on four public benchmark datasets.
CodePAD can leverage existing sequence-based models, and we show that it can
achieve 100\% grammatical correctness percentage on these benchmark datasets.
Thus, it relatively improve 17\% CodeBLEU on CONALA, 8\% EM on DJANGO, and 15\%
CodeBLEU on JUICE-10K compared to base models. In addition, our method
significantly enhances pre-trained models, e.g., CodeBLEU of CodeGen-350M
improvement from 3.21 to 21.54 on MBPP in zero-shot setting."
472,"The successful completion of a software development process depends on the
analytical capability and foresightedness of the project manager. For the
project manager, the main intriguing task is to manage the risk factors as they
adversely influence the completion deadline. One such key risk factor is staff
training. The risk of this factor can be avoided by pre-judging the amount of
training required by the staff. So, a procedure is required to help the project
manager make this decision. This paper presents a system that uses influence
diagrams to implement the risk model to aid decision making. The system also
considers the cost of conducting the training, based on various risk factors
such as, (i) Lack of experience with project software; (ii) Newly appointed
staff; (iii) Staff not well versed with the required quality standards; and
(iv) Lack of experience with project environment. The system provides estimated
requirement details for staff training at the beginning of a software
development project."
473,"Model compression can significantly reduce the sizes of deep neural network
(DNN) models, and thus facilitates the dissemination of sophisticated, sizable
DNN models, especially for their deployment on mobile or embedded devices.
However, the prediction results of compressed models may deviate from those of
their original models. To help developers thoroughly understand the impact of
model compression, it is essential to test these models to find those deviated
behaviors before dissemination. However, this is a non-trivial task because the
architectures and gradients of compressed models are usually not available.
  To this end, we propose DFLARE, a novel, search-based, black-box testing
technique to automatically find triggering inputs that result in deviated
behaviors in image classification tasks. DFLARE iteratively applies a series of
mutation operations to a given seed image, until a triggering input is found.
For better efficacy and efficiency, DFLARE models the search problem as Markov
Chains and leverages the Metropolis-Hasting algorithm to guide the selection of
mutation operators in each iteration. Further, DFLARE utilizes a novel fitness
function to prioritize the mutated inputs that either cause large differences
between two models' outputs, or trigger previously unobserved models'
probability vectors. We evaluated DFLARE on 21 compressed models for image
classification tasks with three datasets. The results show that DFLARE
outperforms the baseline in terms of efficacy and efficiency. We also
demonstrated that the triggering inputs found by DFLARE can be used to repair
up to 48.48% deviated behaviors in image classification tasks and further
decrease the effectiveness of DFLARE on the repaired models."
474,"Testing is an integral part of the software development process. Yet, writing
tests is time-consuming and therefore often neglected. Classical test
generation tools such as EvoSuite generate behavioral test suites by optimizing
for coverage, but tend to produce tests that are hard to understand. Language
models trained on code can generate code that is highly similar to that written
by humans, but current models are trained to generate each file separately, as
is standard practice in natural language processing, and thus fail to consider
the code-under-test context when producing a test file. In this work, we
propose the Aligned Code And Tests Language Model (CAT-LM), a GPT-style
language model with 2.7 Billion parameters, trained on a corpus of Python and
Java projects. We utilize a novel pretraining signal that explicitly considers
the mapping between code and test files when available. We also drastically
increase the maximum sequence length of inputs to 8,192 tokens, 4x more than
typical code generation models, to ensure that the code context is available to
the model when generating test code. We analyze its usefulness for realistic
applications, showing that sampling with filtering (e.g., by compilability,
coverage) allows it to efficiently produce tests that achieve coverage similar
to ones written by developers while resembling their writing style. By
utilizing the code context, CAT-LM generates more valid tests than even much
larger language models trained with more data (CodeGen 16B and StarCoder) and
substantially outperforms a recent test-specific model (TeCo) at test
completion. Overall, our work highlights the importance of incorporating
software-specific insights when training language models for code and paves the
way to more powerful automated test generation."
475,"There is growing interest in software migration as the development of
software and society. Manually migrating projects between languages is
error-prone and expensive. In recent years, researchers have begun to explore
automatic program translation using supervised deep learning techniques by
learning from large-scale parallel code corpus. However, parallel resources are
scarce in the programming language domain, and it is costly to collect
bilingual data manually. To address this issue, several unsupervised
programming translation systems are proposed. However, these systems still rely
on huge monolingual source code to train, which is very expensive. Besides,
these models cannot perform well for translating the languages that are not
seen during the pre-training procedure. In this paper, we propose SDA-Trans, a
syntax and domain-aware model for program translation, which leverages the
syntax structure and domain knowledge to enhance the cross-lingual transfer
ability. SDA-Trans adopts unsupervised training on a smaller-scale corpus,
including Python and Java monolingual programs. The experimental results on
function translation tasks between Python, Java, and C++ show that SDA-Trans
outperforms many large-scale pre-trained models, especially for unseen language
translation."
476,"Modern conflict-driven clause-learning (CDCL) Boolean SAT solvers provide
efficient automatic analysis of real-world feature models (FM) of systems
ranging from cars to operating systems. It is well-known that solver-based
analysis of real-world FMs scale very well even though SAT instances obtained
from such FMs are large, and the corresponding analysis problems are known to
be NP-complete. To better understand why SAT solvers are so effective, we
systematically studied many syntactic and semantic characteristics of a
representative set of large real-world FMs. We discovered that a key reason why
large real-world FMs are easy-to-analyze is that the vast majority of the
variables in these models are unrestricted, i.e., the models are satisfiable
for both true and false assignments to such variables under the current partial
assignment. Given this discovery and our understanding of CDCL SAT solvers, we
show that solvers can easily find satisfying assignments for such models
without too many backtracks relative to the model size, explaining why solvers
scale so well. Further analysis showed that the presence of unrestricted
variables in these real-world models can be attributed to their high-degree of
variability. Additionally, we experimented with a series of well-known
non-backtracking simplifications that are particularly effective in solving
FMs. The remaining variables/clauses after simplifications, called the core,
are so few that they are easily solved even with backtracking, further
strengthening our conclusions."
477,"Self-admitted technical debt (SATD) refers to a form of technical debt in
which developers explicitly acknowledge and document the existence of technical
shortcuts, workarounds, or temporary solutions within the codebase. Over recent
years, researchers have manually labeled datasets derived from various software
development artifacts: source code comments, messages from the issue tracker
and pull request sections, and commit messages. These datasets are designed for
training, evaluation, performance validation, and improvement of machine
learning and deep learning models to accurately identify SATD instances.
However, class imbalance poses a serious challenge across all the existing
datasets, particularly when researchers are interested in categorizing the
specific types of SATD. In order to address the scarcity of labeled data for
SATD \textit{identification} (i.e., whether an instance is SATD or not) and
\textit{categorization} (i.e., which type of SATD is being classified) in
existing datasets, we share the \textit{SATDAUG} dataset, an augmented version
of existing SATD datasets, including source code comments, issue tracker, pull
requests, and commit messages. These augmented datasets have been balanced in
relation to the available artifacts and provide a much richer source of labeled
data for training machine learning or deep learning models."
478,"Log analysis and monitoring are essential aspects in software maintenance and
identifying defects. In particular, the temporal nature and vast size of log
data leads to an interesting and important research question: How can logs be
summarised and monitored over time? While this has been a fundamental topic of
research in the software engineering community, work has typically focused on
heuristic-, syntax-, or static-based methods. In this work, we suggest an
online semantic-based clustering approach to error logs that dynamically
updates the log clusters to enable monitoring code error life-cycles. We also
introduce a novel metric to evaluate the performance of temporal log clusters.
We test our system and evaluation metric with an industrial dataset and find
that our solution outperforms similar systems. We hope that our work encourages
further temporal exploration in defect datasets."
479,"In software engineering, software maintenance is the process of correction,
updating, and improvement of software products after handed over to the
customer. Through offshore software maintenance outsourcing clients can get
advantages like reduce cost, save time, and improve quality. In most cases, the
OSMO vendor generates considerable revenue. However, the selection of an
appropriate proposal among multiple clients is one of the critical problems for
OSMO vendors. The purpose of this paper is to suggest an effective machine
learning technique that can be used by OSMO vendors to assess or predict the
OSMO client proposal. The dataset is generated through a survey of OSMO vendors
working in a developing country. The results showed that supervised
learning-based classifiers like Na\""ive Bayesian, SMO, Logistics apprehended
69.75, 81.81, and 87.27 percent testing accuracy respectively. This study
concludes that supervised learning is the most suitable technique to predict
the OSMO client's proposal."
